1	0.050000	0.400000	0.000000	0.050000	0.000000	0.000000	2965	0.10	1000
2	0.050000	0.400000	0.000000	0.100000	0.000000	0.000000	2881	0.08	1000
3	0.050000	0.400000	0.000000	0.150000	0.000000	0.000000	2806	0.07	1200
4	0.050000	0.400000	0.000000	0.200000	0.000000	0.000000	2758	0.07	1200
5	0.050000	0.400000	0.000000	0.250000	0.000000	0.000000	2006	0.08	2700
6	0.050000	0.400000	0.000000	0.300000	0.000000	0.000000	1794	0.06	900
7	0.050000	0.400000	0.000000	0.350000	0.000000	0.000000	1306	0.05	900
8	0.050000	0.400000	0.000000	0.400000	0.000000	0.000000	1245	0.04	900
9	0.050000	0.400000	0.000000	0.450000	0.000000	0.000000	1373	0.04	2500
10	0.050000	0.400000	0.000000	0.500000	0.000000	0.000000	1029	0.02	900
11	0.050000	0.400000	0.000000	0.550000	0.000000	0.000000	1169	0.02	900
12	0.150000	0.400000	0.000000	0.050000	0.000000	0.000000	2947	0.14	2700
13	0.150000	0.400000	0.000000	0.100000	0.000000	0.000000	3033	0.13	1200
14	0.150000	0.400000	0.000000	0.150000	0.000000	0.000000	3281	0.12	1200
15	0.150000	0.400000	0.000000	0.200000	0.000000	0.000000	3735	0.12	1200
16	0.150000	0.400000	0.000000	0.250000	0.000000	0.000000	4500	0.25	2700
17	0.150000	0.400000	0.000000	0.300000	0.000000	0.000000	4500	0.19	2700
18	0.150000	0.400000	0.000000	0.350000	0.000000	0.000000	4500	0.13	2700
19	0.150000	0.400000	0.000000	0.400000	0.000000	0.000000	2913	0.09	1200
20	0.150000	0.400000	0.000000	0.450000	0.000000	0.000000	2233	0.13	2700
21	0.150000	0.400000	0.000000	0.500000	0.000000	0.000000	1429	0.09	1200
22	0.150000	0.400000	0.000000	0.550000	0.000000	0.000000	1589	0.08	900
23	0.250000	0.400000	0.000000	0.050000	0.000000	0.000000	1663	0.08	1800
24	0.250000	0.400000	0.000000	0.100000	0.000000	0.000000	1521	0.07	1800
25	0.250000	0.400000	0.000000	0.150000	0.000000	0.000000	1403	0.07	1200
26	0.250000	0.400000	0.000000	0.200000	0.000000	0.000000	1322	0.08	1200
27	0.250000	0.400000	0.000000	0.250000	0.000000	0.000000	1510	0.22	2700
28	0.250000	0.400000	0.000000	0.300000	0.000000	0.000000	1687	0.20	2700
29	0.250000	0.400000	0.000000	0.350000	0.000000	0.000000	1825	0.18	2500
30	0.250000	0.400000	0.000000	0.400000	0.000000	0.000000	1951	0.19	2500
31	0.250000	0.400000	0.000000	0.450000	0.000000	0.000000	2081	0.25	2500
32	0.250000	0.400000	0.000000	0.500000	0.000000	0.000000	1289	0.15	1300
33	0.250000	0.400000	0.000000	0.550000	0.000000	0.000000	1116	0.13	2500
34	0.350000	0.400000	0.000000	0.050000	0.000000	0.000000	1102	0.07	1200
35	0.350000	0.400000	0.000000	0.100000	0.000000	0.000000	1063	0.10	1200
36	0.350000	0.400000	0.000000	0.150000	0.000000	0.000000	1376	0.14	1200
37	0.350000	0.400000	0.000000	0.200000	0.000000	0.000000	1453	0.18	1700
38	0.350000	0.400000	0.000000	0.250000	0.000000	0.000000	2022	0.20	2700
39	0.350000	0.400000	0.000000	0.300000	0.000000	0.000000	2079	0.21	2500
40	0.350000	0.400000	0.000000	0.350000	0.000000	0.000000	2117	0.25	2500
41	0.350000	0.400000	0.000000	0.400000	0.000000	0.000000	2168	0.27	2500
42	0.350000	0.400000	0.000000	0.450000	0.000000	0.000000	2230	0.32	2500
43	0.350000	0.400000	0.000000	0.500000	0.000000	0.000000	2323	0.30	1700
44	0.350000	0.400000	0.000000	0.550000	0.000000	0.000000	2712	0.24	2800
45	0.450000	0.400000	0.000000	0.050000	0.000000	0.000000	1334	0.04	900
46	0.450000	0.400000	0.000000	0.100000	0.000000	0.000000	1189	0.04	1200
47	0.450000	0.400000	0.000000	0.150000	0.000000	0.000000	1126	0.06	1200
48	0.450000	0.400000	0.000000	0.200000	0.000000	0.000000	1474	0.07	1200
49	0.450000	0.400000	0.000000	0.250000	0.000000	0.000000	2024	0.17	2100
50	0.450000	0.400000	0.000000	0.300000	0.000000	0.000000	2025	0.15	2100
51	0.450000	0.400000	0.000000	0.350000	0.000000	0.000000	2032	0.14	2500
52	0.450000	0.400000	0.000000	0.400000	0.000000	0.000000	2058	0.19	2500
53	0.450000	0.400000	0.000000	0.450000	0.000000	0.000000	2117	0.25	2500
54	0.450000	0.400000	0.000000	0.500000	0.000000	0.000000	4159	0.21	2100
55	0.450000	0.400000	0.000000	0.550000	0.000000	0.000000	4344	0.23	2100
56	0.550000	0.400000	0.000000	0.050000	0.000000	0.000000	1066	0.02	900
57	0.550000	0.400000	0.000000	0.100000	0.000000	0.000000	950	0.02	900
58	0.550000	0.400000	0.000000	0.150000	0.000000	0.000000	1042	0.02	1200
59	0.550000	0.400000	0.000000	0.200000	0.000000	0.000000	1016	0.05	900
60	0.550000	0.400000	0.000000	0.250000	0.000000	0.000000	1099	0.11	2100
61	0.550000	0.400000	0.000000	0.300000	0.000000	0.000000	1322	0.13	2500
62	0.550000	0.400000	0.000000	0.350000	0.000000	0.000000	1407	0.16	2500
63	0.550000	0.400000	0.000000	0.400000	0.000000	0.000000	1449	0.20	2500
64	0.550000	0.400000	0.000000	0.450000	0.000000	0.000000	1484	0.24	2500
65	0.550000	0.400000	0.000000	0.500000	0.000000	0.000000	2490	0.22	2800
66	0.550000	0.400000	0.000000	0.550000	0.000000	0.000000	2470	0.22	2800
