1	0.050000	0.400000	0.000000	0.050000	0.000000	0.000000	2175	0.26	2200
2	0.050000	0.400000	0.000000	0.100000	0.000000	0.000000	2145	0.34	2200
3	0.050000	0.400000	0.000000	0.150000	0.000000	0.000000	1770	0.13	1800
4	0.050000	0.400000	0.000000	0.200000	0.000000	0.000000	1773	0.11	1800
5	0.050000	0.400000	0.000000	0.250000	0.000000	0.000000	1741	0.10	1800
6	0.050000	0.400000	0.000000	0.300000	0.000000	0.000000	1289	0.09	900
7	0.050000	0.400000	0.000000	0.350000	0.000000	0.000000	1598	0.13	2300
8	0.050000	0.400000	0.000000	0.400000	0.000000	0.000000	1049	0.09	2300
9	0.050000	0.400000	0.000000	0.450000	0.000000	0.000000	1120	0.05	2300
10	0.050000	0.400000	0.000000	0.500000	0.000000	0.000000	1183	0.03	900
11	0.050000	0.400000	0.000000	0.550000	0.000000	0.000000	1266	0.03	900
12	0.150000	0.400000	0.000000	0.050000	0.000000	0.000000	1624	0.14	1700
13	0.150000	0.400000	0.000000	0.100000	0.000000	0.000000	1659	0.14	1800
14	0.150000	0.400000	0.000000	0.150000	0.000000	0.000000	2859	0.09	1800
15	0.150000	0.400000	0.000000	0.200000	0.000000	0.000000	2841	0.08	1800
16	0.150000	0.400000	0.000000	0.250000	0.000000	0.000000	2787	0.07	1800
17	0.150000	0.400000	0.000000	0.300000	0.000000	0.000000	2794	0.06	1800
18	0.150000	0.400000	0.000000	0.350000	0.000000	0.000000	2062	0.05	1800
19	0.150000	0.400000	0.000000	0.400000	0.000000	0.000000	1121	0.04	1200
20	0.150000	0.400000	0.000000	0.450000	0.000000	0.000000	1174	0.03	1200
21	0.150000	0.400000	0.000000	0.500000	0.000000	0.000000	1219	0.02	1200
22	0.150000	0.400000	0.000000	0.550000	0.000000	0.000000	1292	0.02	1600
23	0.250000	0.400000	0.000000	0.050000	0.000000	0.000000	1532	0.10	1800
24	0.250000	0.400000	0.000000	0.100000	0.000000	0.000000	1631	0.11	1800
25	0.250000	0.400000	0.000000	0.150000	0.000000	0.000000	2845	0.07	1800
26	0.250000	0.400000	0.000000	0.200000	0.000000	0.000000	2821	0.07	1800
27	0.250000	0.400000	0.000000	0.250000	0.000000	0.000000	2839	0.07	1800
28	0.250000	0.400000	0.000000	0.300000	0.000000	0.000000	2881	0.07	900
29	0.250000	0.400000	0.000000	0.350000	0.000000	0.000000	1841	0.08	3400
30	0.250000	0.400000	0.000000	0.400000	0.000000	0.000000	1387	0.07	1200
31	0.250000	0.400000	0.000000	0.450000	0.000000	0.000000	1050	0.05	1200
32	0.250000	0.400000	0.000000	0.500000	0.000000	0.000000	1058	0.05	1200
33	0.250000	0.400000	0.000000	0.550000	0.000000	0.000000	981	0.06	900
34	0.350000	0.400000	0.000000	0.050000	0.000000	0.000000	1417	0.08	2100
35	0.350000	0.400000	0.000000	0.100000	0.000000	0.000000	1447	0.11	1800
36	0.350000	0.400000	0.000000	0.150000	0.000000	0.000000	2141	0.07	1800
37	0.350000	0.400000	0.000000	0.200000	0.000000	0.000000	2016	0.06	3400
38	0.350000	0.400000	0.000000	0.250000	0.000000	0.000000	1918	0.08	3400
39	0.350000	0.400000	0.000000	0.300000	0.000000	0.000000	1850	0.09	3400
40	0.350000	0.400000	0.000000	0.350000	0.000000	0.000000	1278	0.49	3400
41	0.350000	0.400000	0.000000	0.400000	0.000000	0.000000	1445	0.15	2400
42	0.350000	0.400000	0.000000	0.450000	0.000000	0.000000	1494	0.13	2400
43	0.350000	0.400000	0.000000	0.500000	0.000000	0.000000	1560	0.17	2400
44	0.350000	0.400000	0.000000	0.550000	0.000000	0.000000	1639	0.22	2300
45	0.450000	0.400000	0.000000	0.050000	0.000000	0.000000	1025	0.04	1200
46	0.450000	0.400000	0.000000	0.100000	0.000000	0.000000	1001	0.06	1200
47	0.450000	0.400000	0.000000	0.150000	0.000000	0.000000	1179	0.04	1200
48	0.450000	0.400000	0.000000	0.200000	0.000000	0.000000	1129	0.04	1200
49	0.450000	0.400000	0.000000	0.250000	0.000000	0.000000	1086	0.05	1200
50	0.450000	0.400000	0.000000	0.300000	0.000000	0.000000	1378	0.06	1200
51	0.450000	0.400000	0.000000	0.350000	0.000000	0.000000	1473	0.16	2400
52	0.450000	0.400000	0.000000	0.400000	0.000000	0.000000	2100	0.15	2400
53	0.450000	0.400000	0.000000	0.450000	0.000000	0.000000	2084	0.13	2400
54	0.450000	0.400000	0.000000	0.500000	0.000000	0.000000	2068	0.13	2400
55	0.450000	0.400000	0.000000	0.550000	0.000000	0.000000	2073	0.13	2300
56	0.550000	0.400000	0.000000	0.050000	0.000000	0.000000	1239	0.05	900
57	0.550000	0.400000	0.000000	0.100000	0.000000	0.000000	1158	0.06	2300
58	0.550000	0.400000	0.000000	0.150000	0.000000	0.000000	1418	0.02	900
59	0.550000	0.400000	0.000000	0.200000	0.000000	0.000000	1217	0.03	900
60	0.550000	0.400000	0.000000	0.250000	0.000000	0.000000	1097	0.05	900
61	0.550000	0.400000	0.000000	0.300000	0.000000	0.000000	1015	0.07	900
62	0.550000	0.400000	0.000000	0.350000	0.000000	0.000000	1657	0.26	2400
63	0.550000	0.400000	0.000000	0.400000	0.000000	0.000000	2203	0.21	2400
64	0.550000	0.400000	0.000000	0.450000	0.000000	0.000000	2115	0.14	2400
65	0.550000	0.400000	0.000000	0.500000	0.000000	0.000000	2037	0.15	1600
66	0.550000	0.400000	0.000000	0.550000	0.000000	0.000000	1962	0.19	1600
